,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
1742,2258,Nyadar idup belum bener ngurusin orang lain bahaha sampah abis !',0,1,0,0,0,0,0,0,0
1743,651,"USER Eh dungu, ngapain lu masih mensen2 gue, katanya mau muter alun gue.\nLu itu cuma bisa forward berita tanpa analisa.\nKelompok MAHO mana ada yg cerdas wk wk wk'",1,1,0,1,0,0,0,1,0
1744,8107,"Kl aku tdk taat pd Tuhan, malam kemarin kamu udah aku kata2in pengecut, perek, pelacur, wanita tidak tahu diri, wanita rendah... aku kata2in di depan suamimu dan aku tidak takut pd suamimu. Mas kamu bilang dirimu pernah bajingan, masa laluku lebih gelap dan lebih bajingan dr kamu'",0,1,0,0,0,0,0,0,0
1745,9811,"USER Pers harus mencerdaskan bangsa, LGBT bukan virus dan tidak berbahaya tapi Islam adalah virus yang berbahaya",1,1,0,1,1,0,0,0,0
1746,9135,USER USER Itukan pasukan nasi bungkus',0,0,0,0,0,0,0,0,0
1747,1813,USER Cebong kakean istilah tapi tetep aja hasilnya 0',1,1,0,1,0,0,0,0,1
1748,6997,masuk zar biar jadi rps\n\nrp sinting\n\natau rpl\n\nrp lambe URL,0,1,0,0,0,0,0,0,0
1749,29,USER USER Itu mah sdh nenek-nenek sy heran sama cebong biasay bohong terus',1,1,1,0,0,0,0,0,1
1750,4099,"RT USER: Kelakuan homok jaman now, ngentot aja sambil live di Blued #gayvid #gvid #lokalhangat URL",0,1,0,0,0,0,0,0,0
1751,10084,Kalo ga merasa selingkuh kenapa harus risih..?\nSepandai kau simpan bangkai pada akhirnya akan kecium juga.\nWaktulah yg akan membuktikan.',0,0,0,0,0,0,0,0,0
1752,6101,Takut sekali rezim ini sm #2019GantiPresiden Smp dselidiki kya jatuhnya helikopter pngangkut warga china,1,0,0,1,0,0,0,0,1
1753,9420,USER USER USER Sitante lagi pamer bokong sama apamnya yg lagi ingin sesuatu siapa tahu ada sidoi melirik \nMmm lumayan buat iseng2',0,1,0,0,0,0,0,0,0
1754,11444,USER USER Betul.... beban hidup meningkat dirasakan oleh bani sumbu pendek yg biasa treak2 kopar kapir... mrk kekurangan job demo krn udh ga laku....',1,1,0,1,0,0,0,0,1
1755,12281,"USER Kalo nurutin bang Fuck ri USER mmg susah\nGa de bener2nye tuh USER . Nanti giliran lembut sama garong ikan,d nyinyirin Pro Asing Aseng dan Asongan.\nLa coba mbok Kamunya kasih sdikit bocoran Prestasi km yg bikin Indonesia bangga.\",1,1,1,0,0,0,0,0,1
1756,2860,"USER Perilaku cina dari dulu memang sprt itu....jadi pengkhianat bangsa. Makanya di Jogja, warga Cina jadi kelas terpinggirkan dan tdk diperbolehkan punya SHM. Dasar cina keparat.'",1,1,0,1,0,1,0,0,0
1757,12751,"Betul juga sih, jangan dikriminalisasi kita harus lawan dengan ide.",0,0,0,0,0,0,0,0,0
1758,10311,"USER USER Ini bukan tentang mayoritas atau minoritas. Tapi masalah konsep. Sependek pengetahuan saya, tdk ada perintah dlm kitab suci kristen, budha, hindu yg melarang memilih pemimpin, atau teman, atau pegawai, diluar agama mereka.'",0,0,0,0,0,0,0,0,0
1759,12679,"Ulama Tanah Air kita, Syeikh Dr Uthman el Muhammady,telah meninggalkan kita, satu kehilangan besar, Al Fatihah '(",0,0,0,0,0,0,0,0,0
1760,3410,"Ayat apa yang dingajikan? Perintah perangi, bunuh, dan penggal kafir?",1,0,0,1,1,0,0,0,0
1761,2527,RT USER Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! StopKriminalisasiUlama URL,1,0,1,0,1,0,0,0,0
1762,6121,USER USER Benar. Tp adakah kita menghalang mereka belajar di sekolah agama kita? Saya tk pasti. Di UK dan US juga ada sekolah2 monastic spt sekolah katolik atau universiti2 kristian. Kenapa boleh? Kerana yg minoriti la perlu assimilate k,0,0,0,0,0,0,0,0,0
1763,6579,USER ((( TITIT TITIT BERHAMBURAN KELUAR )))',0,1,0,0,0,0,0,0,0
1764,7415,Si Penghina Al - Qur'an Harus diPenjara penjarakan ahok penjarakan ahok,1,0,1,0,1,0,0,0,0
1765,5855,"USER Can relate, dan satu lagi, bersyukur karena keluarga gue lengkap walupun is a lil bit messy sometimes, dan juga gue ga cacat fisik :)\nKarena banyak orang lain yang nasibnya ga sebagus gue'",0,0,0,0,0,0,0,0,0
1766,11649,RT USER: Habis jogging pagi kebelet ngentot retweet say URL,0,1,0,0,0,0,0,0,0
1767,6148,"\xe2\x80\xa2 Nam dan Shone film yang mengisahkan Nam si cewe kuper yg ngefans\ndengan Shone cowo ganteng nan populer melakukan segala cara agar bisa\ndeket sama Shone, salah satunya mengubah penampilan dari cewe culun\njadi cewe cantik'",0,0,0,0,0,0,0,0,0
1768,5556,"USER USER USER \xf0\x9f\x98\x82ebong dungu akut. Woii itu pesan berita saat trf \xf0\x9f\x98\x82. Diinput manual bong...Makanya jgn norak2 bgt, kelamaan dikolam sik'",1,1,1,0,0,0,0,0,1
1769,9093,"Saking mundurnya, orang kaya kojowi aja bisa jadi presiden. Bener2 kemunduran yg nyata. Betapa masih banyak org bodoh d negeri ini",1,1,1,0,0,0,0,0,1
1770,10284,"Itu sebuah reaksi kekecewaan, akan tetapi dari kalangan ulama seperti habib rizieq mengintruksikan untuk berhenti membully kh. Ma'ruf amin. Dari kalangan ulama sudah clear.pun analisaku hari ini, ulama terpecah. Ada yg berdiri dijalan kebenaran dan ada jug",0,0,0,0,0,0,0,0,0
1771,3511,USER USER USER USER USER USER USER Berarti gk sala cebong pintar2..\nNa klo si KAMPREET gimna..\nDari dulu gk maju2cuma otak udang di pake gede badan doank.. wajarla klo petinggi2 kampret pinda haluan,1,1,0,1,0,0,0,0,1
1772,3458,kenapa orang orang sumbu pendek nggak protes ke Prabowo yang menolak adanya pemberian sumbangan terhadap orang-orang Rohingya ya,1,0,0,1,0,0,0,0,1
1773,3367,"Ahok di lantik gubernur.... bukan anis, anis ga pantes jadi gubernur",1,0,1,0,0,0,0,0,1
1774,3794,"Ayat-ayat yang dingajikan:rampasan halal, perangi, bunuh, penggal kafir, cocok2 penis, semuanya merusak bangsa",1,1,0,1,1,0,0,0,0
1775,3252,"RT USER: USER USER USER USER USER Slah 1 alasan knp sya mau prsiden baru, spy jg malu2in bangsa iniiii.!!\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0
1776,6844,Yg bawah sendiri keren ð???,0,0,0,0,0,0,0,0,0
1777,4455,"USER USER Sebuah perbandingan idiot, wanita Katolik tidak dipaksa mengenakan pakaian tertentu, kecuali mereka yg mendedikasikan dirinya utk hidup selibat dan melayani sbg Suster.'",0,0,0,0,0,0,0,0,0
1778,10163,"USER Ketika dimintai contoh, tak sungkan dia melakukannya. Kalaupun terhitung sudah mengambil bagiannya, itu juga tak masalah, sih.\n\n\xe2\x80\x9cSeperti ini, Chiya-chan\xe2\x80\xa6\xe2\x80\x9d Diam-diam tangannya meremat bokong si helai pasi.'",0,1,0,0,0,0,0,0,0
1779,6854,"Pak Suyanto, Mitra SP3 KUR Bank Artha Graha International | Optimis bersama Prog.Pemberdayaan ini | 142 Ha Padi Hitam &amp; 70 Ha Padi Putih, potensi panen tiap varietas capai 9 Ton/Ha Gabah Kering | Prog. ini jg lestarikan tradisi masyarakat Tani di Jawa",0,0,0,0,0,0,0,0,0
1780,183,"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",0,0,0,0,0,0,0,0,0
1781,8591,"Islam itu Indah,Kristen itu\nKasih,Katolik itu Lembut,Hindu itu\nCinta n Budha adlh Dmai Jngnlah\nrsak tali prsaudaraan dmi\nkpentingan pribadi.'",0,0,0,0,0,0,0,0,0
1782,3839,USER USER ini masih cacad bgt ngeditnya loh\xf0\x9f\x98\xad tapi makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a',0,1,0,0,0,0,0,0,0
1783,462,USER Pernah ngelakuin dosa apa ya anis dan sandi sampe di bully dan di rendahkan terus2an. Padahal masih bnyk orng yg jahat dan licik yg sebenarny lebih pantas di bully dan rendahkan. Dunia memang kejam kawan. \xf0\x9f\x98\xa7',0,0,0,0,0,0,0,0,0
1784,3014,Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an URL,1,1,0,1,0,0,0,0,1
1785,11549,Presiden Amerika Barack Hussein Obama mendesak Putin untuk menarik mundur tentara Rusia di Ukraina.,0,0,0,0,0,0,0,0,0
1786,10380,"USER Sore Kak Saiful, boleh di restart dulu modem sama STB nya ya. Soalnya mimin cek jaringannya terkoneksi cuma sedikit melambat. Ditunggu kabar baiknya. Thx -Ardil'",0,0,0,0,0,0,0,0,0
1787,11985,"USER Bu muthmainah masi kenal bang? Gw dulu pelajaran islam suka ngikut si haha, klo kristen pas jumatan kelasnya atau sabtu'",0,0,0,0,0,0,0,0,0
1788,419,USER USER USER Hahahaha orang gila ngomong cak..??\nMakanya jangan terlalu banyak micin biar otak loe encer cong...\nNgomong ae ngawur muslim kamu itu muslim silit tau...babi.',1,1,1,0,1,0,0,0,0
1789,10942,"Jujur gw sulit lupain lo , disaat gw sibuk lupain lo , lo malah keliatan biasa aja , bangke ngga sih lo'",1,1,1,0,0,0,0,0,1
1790,6096,Karakter kartun yang mendeskripsikan karakter Luhan adalah \xe2\x80\x9cRaja Monyet diDragon Ball\xe2\x80\x9d karena mereka berdua memiliki rasa keadilan XD',0,0,0,0,0,0,0,0,0
1791,1303,RT USER: Kapten tim kalian nangis dipertandingan terakhir gara2 gagal menang. Kapten tim kami saat pertandingan lawan tim kalian d\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1792,3773,USER ya trs knp ? kok jdi lo ngatur2 instastory rangorang? bawel amat jadi CEBONG \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1
1793,5578,10 tahun SBY isu PKI nyari tdk ada. Baru 3 tahun jokowi simpatisan PKI sprti dapat kesempatan emas. URL,1,0,1,0,0,1,0,0,0
1794,5061,"RT USER: Aku tuh gimana ya. Merasa lebih berdosa aja kalo misal okelah menikah muda, tapi anak cucuku kelak susah makan, susah idup,\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1795,12051,USER USER USERUSER ABADI AYO DUKUNG TIMNAS INDONESIA',0,0,0,0,0,0,0,0,0
1796,6199,Yang kritis ditangkapin Negara Sinting...,1,1,0,1,0,0,0,0,1
1797,1831,Ayo buang Alquran kitab SAMPAH USER USER USER USER USER USER,1,1,0,1,1,0,0,0,0
1798,9346,Babi... iya memang si Ahok gak jauh kayak Babi..,1,1,1,0,0,0,0,0,1
1799,1717,USER USER Luar biasa seorang Gubernur disambut oleh Presiden,0,0,0,0,0,0,0,0,0
1800,2029,"Dalam PP baru itu, pemerintah menegaskan ketentuan bahwa pemegang Izin Usaha Pertambangan (IUP) dan Izin Usaha Pertambangan Khusus (IUPK) yang sahamnya dimiliki oleh asing untuk melakukan divestasi saham sampai 51 persen secara bertahap.\n\n#Freeport51'",0,0,0,0,0,0,0,0,0
1801,12219,"Sebagai Partai Pendukung, PPP Gelar Munas Ulama Cari Cawapres Jokowi",0,0,0,0,0,0,0,0,0
1802,5677,"USER Termasuk gengsi munafik pura,2 ga pdhl misi ny sama tapi gengsi ... akhirnya Bilang ke paksa padahal luar biasa Ahok Jarot'",0,0,0,0,0,0,0,0,0
1803,10245,PDIP Sebut Puan Maharani Jadi Prioritas Cawapres Waaaaaw jdi Cawapres Jokowi...#JokowiPuan Keren..Sip AQ Setuju Bangat biar #2019GantiPresiden Bisa Nyata..Ok..lah Kalo begitu ..Keren..? VIVA,1,0,0,1,0,0,0,0,1
1804,4203,pasti sangat asing sekali disini',0,0,0,0,0,0,0,0,0
1805,3878,"USER USER Strategi kotor PKS...\nCebong manapun udh apal, njing...'",1,1,0,1,0,0,0,0,1
1806,6201,"Pak Prabowo capres 2019 masalah jadi presiden rakyat yang memilih,aku ikut senang rakyat indonesia masih butuh hiburan",0,0,0,0,0,0,0,0,0
1807,9982,RT USER: USER USER USER USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1808,3679,"USER USER USER USER USER Siapa yg sembah batu?siapa yg sembah pohon?ayo jawab,Hindu?Budha?ayo kita cari tahu siapa yg baca dan belajar.'",0,0,0,0,0,0,0,0,0
1809,10449,"USER selamat sore min, mohon bantuan dg transaksi saya dg no transaksi 180973692324 bahwasa barang yg di kirim penjual rusak/cacat... tetapi penjual tidak merespon di dlm diskusi... mohon utk di tanggapi secepatnya ya.. saya butuh barangnya cepat",0,0,0,0,0,0,0,0,0
1810,11709,"*Presiden Jokowi selalu bersikap takzim kepada para Ulamað???*Setelah meninjau proyek pembangunan Bandara Internasional Jawa Barat di Majalengka, Presiden Joko Widodo menyempatkan diri berkunjung ke kantor MUI Jawa Barat.",0,0,0,0,0,0,0,0,0
1811,9340,Bhabinkamtibmas Desa Cantuk bersama Kades memberikan Binluh utk Cipkon jelang Pilkada serentak..klik disini.ð???; ;,0,0,0,0,0,0,0,0,0
1812,3407,Indosat eek',1,1,0,1,0,0,0,0,1
1813,5733,USER Gua emg lagi diving sarap',0,1,0,0,0,0,0,0,0
1814,6909,Setya Novanto tidak jadi tersangka lagi hakimnya takut disiram air keras atau mati mendadak seperti yang di Amerika URL,1,0,1,0,0,0,0,0,1
1815,816,USER USER Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak',1,1,0,1,0,0,0,0,1
1816,9663,Sekarang topi #2019GantiPresiden,0,0,0,0,0,0,0,0,0
1817,4987,Pagi2 sdh Rame AHOKER MAU LENGSERKAN JOKOWI JumatBerkah,1,0,1,0,0,0,0,0,1
1818,45,"Ciptakan Situasi Kamtibmas Menjelang Pilkada 2018, Kapolsek Konang Silaturahmi ke Tokoh Masyarakat",0,0,0,0,0,0,0,0,0
1819,8350,USER Maunya ga bisu',0,0,0,0,0,0,0,0,0
1820,1265,"USER Ganti casing aja ,padahal nyatanya akusisi itu patungan dari beberapa bank asing \nNgilu banget dengar nya'",0,0,0,0,0,0,0,0,0
1821,3144,USER USER USER KAMPUNGAN!',1,1,1,0,0,0,0,0,1
1822,10792,"Ape tu ayat ringkas?\nBahasa makhluk aseng eaa?\n"" X "" "" gn "" "" assalam "" "" wassalam ""\n\nHahaha makin mengarut cara hidup korang ni'",1,0,1,0,1,0,0,0,0
1823,11325,Pengen bilang jancuk:(',0,1,0,0,0,0,0,0,0
1824,12033,"Kunjungi Pangandaran, Kapolda: Pelaksanaan Pilkada di Jabar Aman",0,0,0,0,0,0,0,0,0
1825,12433,"2,Dan sesungguhnya jika kamu mendatangkan kepada orang-orang (Yahudi dan Nasrani) yang diberi Al Kita",0,0,0,0,0,0,0,0,0
1826,6440,USER najis banget kalo ga niat buat flash sale gausah buat lah barang udah mau dibayar tiba tiba ilang!!',1,1,0,1,0,0,0,0,1
1827,268,"Hello warga Jakarta, Wakil Kepala DPMPTSP Provinsi DKI Jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jakarta membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijakarta",0,0,0,0,0,0,0,0,0
1828,12772,"dilemparkan kepadanya. Mereka mengatakan Zinnirah buta kerana dilaknat oleh Tuhan Latta dan Uzza. Mereka mencabarnya kerana Zinnirah mempertahankan diri dengan mengatakan dirinya buta bukan kerana tuhan mereka, sebaliknya ia adalah perbuatan Umar Al-Khat",0,0,0,0,0,0,0,0,0
1829,5822,"suka lucu klo ada orang bilang ""karna ahok dipenjara jkt makin ancur"" lah berarti gubernur pengganti yg skrang ga becus dong?hahaha",1,0,1,0,0,0,0,0,1
1830,11285,Hee? Bukannya kader situ yg ngomong mulu lebih tepatnya ngetwitt mulu tanpa faedah URL,1,0,1,0,0,0,0,0,1
1831,3126,"USER USER USER Topik pembicaraan CEBONG dan BANI HOAX itu loncat\xc2\xb2 ya..\n\nDari Prestasi BABIHOK apa? - gak dijawab. Malah ke Tanah Abang (TA). Dikasih contoh TA yg baik, malah minta\xc2\xb2 yg buruknya.'",1,1,0,1,0,0,0,0,1
1832,10562,"Kemudian kami tidak hanya menyediakan untuk atlet dan official saja tapi juga penonton suporter dari negara asing yang jadi tamu-tamu kita,"" kata Bambang di Jakarta, Senin (2/7/2018). #AyoIndonesia #AsianGamesKita'",0,0,0,0,0,0,0,0,0
1833,2421,Guru Besar Fakultas Ilmu Sosial dan Politik (FISIP) Universitas Padjajaran Profesor Obsatar Sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan Calon Gubernur dan Wakil Gubernur Jawa Barat nomor urut 2 HASANAH; #KitaHasanah; #Hasana,0,0,0,0,0,0,0,0,0
1834,4138,"Para pembajak agama ada di semua agama. Bahkan agama Yahudi yg eksklusif itu pun konon dibajak oleh bangsa Kazhar. Betapa mudahnya membajak agama yg bersifat inklusif, dimana siapapun berhak masuk agama tsb?",1,0,0,1,0,0,0,0,1
1835,9705,RT USER ..hehh wo.. jika rakyat masih susah nape si ZON malah minta para temen DPR baru ? .. situ masih waras kan wo ? ga makan micin kan ?,1,0,1,0,0,0,0,0,1
1836,1110,"USER USER saya dengar kalau Laut Banda tertutup untuk peneliti asing. Tapi bagaimana regulasinya, jika penelitian di Laut Banda leader nya adalah peneliti Indonesia dan menggunakan kapal riset Indonesia, tapi menyertakan peneliti asing?'",0,0,0,0,0,0,0,0,0
1837,6359,"Malu daah ni gua tiap hari mikirin Jokowi, mikirin cebong kampret dll. Sementara idup gua masih gini2 aja. Ke tetangga cuek, ke orang jarang nyapa. Tapi cuma ngtweet doang udh ngerasa paling tau ttg negara. Duh ajig'",1,1,1,0,0,0,0,0,1
1838,9124,sekenario besar lagi di siapkan untuk melemahkan/membinasakan kpk.kalau tdk berhasil imbasny lengserkan jokowi ganti pemimpin pro korupsi,1,0,1,0,0,0,0,0,1
1839,12016,HAHAHA gakdeng. nyaman lah cerita cerita sama si tai walaupun dihina terus akhirnya emg bangcat. tapi seneng bisa sedeket sekarang dan tau sebenarnya oped orangnya gimana dari semua omongan buruk tentang dia',0,1,0,0,0,0,0,0,0
1840,1906,Hshshshjsjs aiman bodo. Selfie dgn spanar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0
1841,3789,USER Kau memang cacat',1,1,1,0,0,0,1,0,0
1842,1927,USER USER temenku jg punya temen di china yg sering main sama fans2 yg punya mata2 dimana-mana gitu deh.. mau aku kenalin? eh tp mereka kalo tau apa2 gt diem ae sih ga bikin thread gini... keknya si mba muach gabisa deh :(',0,0,0,0,0,0,0,0,0
1843,9145,"RT USER: Sadarlah wahai anak Bangsa, Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB USER Sebagai Aktor Utama",1,1,0,1,0,0,0,0,1
1844,7285,"Setuju, Bahasa bisa saja perumpamaan yg mendekati, tetapi Al Qur'an adalah Pedoman dan Tuntunan atau Panduan utk Umat Islam dalam menjalankan koridor keagamaan.",0,0,0,0,0,0,0,0,0
1845,8890,USER USER Diam kamu!\xf0\x9f\x90\x86maunggg\nAku kan terpanggil gara gara lingserwengi - me as kunti',0,0,0,0,0,0,0,0,0
1846,7851,"nek ngomong buablas, ""bangke, otaknye ga dipake, goblok, mampus lu, dll"". yuh bu, kalemm buu'",0,1,0,0,0,0,0,0,0
1847,6635,"Nih gw lengkapin dengan videonya..!!!; ; ""kitab suci itu adalah fiksi"" USER ; ; PENISTA AGAMA itu bernama USER",1,0,1,0,1,0,0,0,0
1848,4446,USER Namanya cebong kalo ga dungu bukan cebong namanya',1,1,1,0,0,0,0,0,1
1849,12929,\xf0\x9f\x91\xa9mamah \n\xf0\x9f\x91\xb5nenek\n\n Ceritanya mamah abis beli kerudung diliatin ke nenek \n\n\xf0\x9f\x91\xa9(ngelebarin kerudung)tuh gede ya enak dipakenya\n\xf0\x9f\x91\xb5iya taplak meja \n\nSeketika aku ngakak sengakak ngakaknya:( kenap,0,0,0,0,0,0,0,0,0
1850,3115,Ahok versi Pakpahan .. Trims kepada semua pihak yg udah ciduk bajingan ini URL,0,1,0,0,0,0,0,0,0
1851,4303,Cuman Komunis Yang Anti Agama.,1,0,0,1,1,1,0,0,0
1852,6152,"Dia nge-fans berat tuh ama Justin Timberlake, Usher. Kalo yang dari korea dia suka DBSK, Suju, Shinhwa, n Kim Tae Hee'",0,0,0,0,0,0,0,0,0
1853,7247,"Aneh? Bebek ku transgender dalam satu malam dengan sendirinya didalam kandang. Yang semula betina jadi jantan, warna coklat jadi hitam, sehat jadi sakit. Atau mungkin ada tangan?'",0,0,0,0,0,0,0,0,0
1854,4765,jika ada sesuatu yang menimpa seorang mukmin pada tubuhnya sehingga membuatnya sakit maka allah akan menghapuskan dosadosa,0,0,0,0,0,0,0,0,0
1855,3982,USER USER Bos USER sama kacungnya USER sama otaknya pekok,1,1,1,0,0,0,0,0,1
1856,1767,USER USER APAAN KALIAN BELEK ONTA\xf0\x9f\x98\xa4 NGOMONG GUE DARI BELAKANG KAAN\xf0\x9f\x94\xa8\xf0\x9f\x98\xa4',1,1,1,0,0,0,0,0,1
1857,2034,Bawang putih dapat meracuni anjing dan kucing.',0,0,0,0,0,0,0,0,0
1858,10520,Kebangaan kita pada spirit juang Timnas Garuda mbok jangan dirusak dengan kesinisan anda pada komentator. Kalau nggak mau dengar suara komentator ya datanglah ke stadion. Berteriaklah bersama. Orang-orang ini lho. Orang cari duit kok disinisin. Huu silit,0,1,0,0,0,0,0,0,0
1859,2996,TEAM ONTA YO O CAP QUDA ORA POPO :(',0,1,0,0,0,0,0,0,0
1860,9330,URL &lt;-download ngentot di toilet sekolah #bispak #porn #bokep',0,1,0,0,0,0,0,0,0
1861,12350,"USER USER USER USER USER Itu anda katolik jgn Samakn dgn km umat Islam,, akidah km berbeda dgn anda....'",0,0,0,0,0,0,0,0,0
1862,1287,model bajunya MR J kok mirip sama Prabowo. kenapaah #2019GantiPresiden #2019TetapJokowi,0,0,0,0,0,0,0,0,0
1863,785,Bilang sama suami elo USER jangan cengeng suka blok orang oke. Katanya politisi top mantan timses kafir penista agama tapi kok kelakuan cemen. Katanya liberal tapi kok partisan ngehek.,0,0,0,0,0,0,0,0,0
1864,2599,"Tolol dan goblok sih pemain teriak gituh,ga mikir dampak nya fans masing2 jadi makin panas dan pemain nya sendiri yang rugi saat away takut nya terjadi apa2...harus cepat2 di atasi sebelum panas pisan'",1,1,1,0,0,0,0,0,1
1865,11390,USER WISHNYA KE LU SEMUA TAI.',1,1,1,0,0,0,0,0,1
1866,12132,lagi Tenaga kerja asal Cina melecehkan lambang Negara Indonesia: URL melalui USER,1,0,0,1,0,1,0,0,0
1867,7028,USER USER USER USER Nah loh Zul \xf0\x9f\x98\x82\xf0\x9f\x98\x81 mosok selembar softex dibilang lebih berharga dari congor lu Zul \xf0\x9f\x98\x9c USER',0,1,0,0,0,0,0,0,0
1868,11487,Dalam praktek pannage peternak memberikan satu atau dua ekor babi sebagai bayaran untuk tuan tanah. #dyk',0,0,0,0,0,0,0,0,0
1869,12640,"USER USER Kafir-yahudi nyerang suriah, yg senang dan bahagia wahabi.. aneh\nWahabi = antek kafir'",1,1,0,1,0,0,0,0,1
1870,1922,"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",1,1,1,0,0,0,0,0,1
1871,8936,RT USER: Ngentot di Kost Dengan Pacar URL,0,1,0,0,0,0,0,0,0
1872,12064,"#BeliSahamBRISyariah; #uym: Iya. Saya juga bilang begitu ke bbrp kwn. Pertama,ya bisa aja, dg berbagai cara, berbagai pintu, pada masuk beli saham,#brisyariah. Tapi ga dapet berjamaahnya. Dan jadi ga bcr historis. Ga bcr #sejarah. Di mana kita juga bcr sta",0,0,0,0,0,0,0,0,0
1873,7835,RT USER Terimakasih wahai saudaraku Umat muslim semua jgn lelah berjuang dan jgn hiraukan munafik dan buzzer penebar fitnah.,1,0,1,0,0,0,0,0,1
1874,10455,"USER bagus bagus banget! kaya lo liat sejarah dari sisi yang lain sih.\n\nsama satu lg novel leila chudori yang ""Pulang"" juga juara banget, itu tentang eksil pki gitu deh.'",0,0,0,0,0,0,0,0,0
1875,4324,"USER USER Di medsos kan kelihatan, mana saja yg bilang kasus bom kemarin adl fiksi. Itu contoh indoktrinasi dosis rendah. Korbannya bukan teroris, tapi pikirannya Diracuni bahwa bom itu fiktif'",0,0,0,0,0,0,0,0,0
1876,12662,"LBP itu presiden bayangan,hanya dgn lengserkan jokowi baru LBP mingkem",1,0,1,0,0,0,0,0,1
1877,12418,USER Haduhhh haduhhh belajar gembel dari siapa',0,1,0,0,0,0,0,0,0
1878,6024,"Dulu mereka buat salah. Sekarang mereka ingin tebus kesalahan.\n\nBeri lah peluang tuan2.\n\nCuma satu saja tuan2, jgn bergantung harap sgt. Org kata jgn taksub, ada juga kata wala' buta.\n\nSebab itu perlu ada yg kritik &amp; bangkang. Tapi bila kritik",0,0,0,0,0,0,0,0,0
1879,10294,"Kebebasan bersuara dan media haruslah berasaskan tiga perkara, iaiu berteraskan tanggungjawab, kebenaran dan mengikut tafsiran citra serta budaya tempatan, bukan acuan barat - PM Najib",0,0,0,0,0,0,0,0,0
1880,5019,USER Yng suka nyinyir itulah antek asing aseng yng sebenarnya dan ga akan suka indonesia maju dan berhasil..',0,0,0,0,0,0,0,0,0
1881,11951,Mengintip Moge Iring-iringan Presiden AS,0,0,0,0,0,0,0,0,0
1882,3010,USER USER Kristen lesbi emang ya?',1,1,0,1,1,0,0,1,0
1883,1833,USER Mata krna sipit dibilang kayak Korea bahkan pas SMA dibilang mirip sama salah satu member SNSD \xf0\x9f\xa4\xa3',0,0,0,0,0,0,0,0,0
1884,6537,"Su Pin siswi SD Katolik Karya Yosef Kelas 6B, 1983, istrinya Ronaldo Pardede yang sah.'",0,0,0,0,0,0,0,0,0
1885,2154,USER mata lo picek',1,1,1,0,0,0,1,0,0
1886,7578,USER USER Dasar bencong.....!!!',1,1,1,0,0,0,0,1,0
1887,4527,"Kemarin revisi UU Terorisme telah disahkan DPR. Dengan harapan, pencegahan terhadap aksi terorisme bisa lebih dimaksimalkan, termasuk pelibatan TNI. #POLEMIKPemberantasanTerorisme'",0,0,0,0,0,0,0,0,0
1888,2798,"Pndukung USER spt ARB, SDA adl org2 BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER &lt;&lt; DASAR Anjing!!'",1,1,0,1,0,0,0,0,1
1889,7031,USER USER USER USER USER Sy berharap pd Pandji yg tentu sj bkn politikus yg haus kuasa. U anies sandi ? NO.,1,0,1,0,0,0,0,0,1
1890,2136,"USER Abisnya kesel, udah ditegor pdhal..emg kalo efek ngrokok itu salah satunya bikin budek sih, jangan ngerokok ya kak ajus \xf0\x9f\x99\x88'",0,0,0,0,0,0,0,0,0
1891,6786,"Dari zaman dahulu, org2 munafik selalu bekerjasama dg org2 kafir utk meruntuhkan Islam. Sekarang pun demikian..'",0,0,0,0,0,0,0,0,0
1892,1426,"USER Ga mau ah, pak rt nya bolot :('",0,1,0,0,0,0,0,0,0
1893,11194,USER USER x relevant. Muslim tapi buat kerja kafir yg terkutuk',1,1,0,1,1,0,0,0,0
1894,7477,USER NAON ATUHLAH!!!!! SUDAH NETE AJA DULU YG BENAR GBLG!!!!!!',1,1,1,0,0,0,0,1,0
